ID,TextId,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Datetime
91,31,Weekend road trip to explore scenic views.,Positive,24/01/2023 17:30,RoadTripper,Instagram,RoadTrip,18,35,UK,2023,1,24,17,2023-01-24 17:30:00
92,31,Weekend road trip to explore scenic views.,Positive,24/01/2023 17:30,RoadTripper,Instagram,ScenicViews,18,35,UK,2023,1,24,17,2023-01-24 17:30:00
94,32,Enjoying a cup of tea and watching the sunset.,Positive,25/01/2023 18:00,SunsetWatcher,Twitter,TeaTime,15,30,India,2023,1,25,18,2023-01-25 18:00:00
95,32,Enjoying a cup of tea and watching the sunset.,Positive,25/01/2023 18:00,SunsetWatcher,Twitter,Sunset,15,30,India,2023,1,25,18,2023-01-25 18:00:00
97,33,Coding a new project with enthusiasm.,Positive,25/01/2023 13:15,CodeEnthusiast,Facebook,Coding,30,60,USA,2023,1,25,13,2023-01-25 13:15:00
98,33,Coding a new project with enthusiasm.,Positive,25/01/2023 13:15,CodeEnthusiast,Facebook,Enthusiasm,30,60,USA,2023,1,25,13,2023-01-25 13:15:00
100,34,Feeling inspired after attending a workshop.,Positive,26/01/2023 09:45,WorkshopAttendee,Instagram,Inspiration,25,50,USA,2023,1,26,9,2023-01-26 09:45:00
101,34,Feeling inspired after attending a workshop.,Positive,26/01/2023 09:45,WorkshopAttendee,Instagram,Workshop,25,50,USA,2023,1,26,9,2023-01-26 09:45:00
103,35,Winter sports day at the local park.,Positive,26/01/2023 14:20,WinterSports,Twitter,WinterSports,15,30,Canada,2023,1,26,14,2023-01-26 14:20:00
104,35,Winter sports day at the local park.,Positive,26/01/2023 14:20,WinterSports,Twitter,Fun,15,30,Canada,2023,1,26,14,2023-01-26 14:20:00
106,36,Quality time with family this weekend.,Positive,26/01/2023 17:40,FamilyTime,Facebook,FamilyTime,22,45,UK,2023,1,26,17,2023-01-26 17:40:00
107,36,Quality time with family this weekend.,Positive,26/01/2023 17:40,FamilyTime,Facebook,Weekend,22,45,UK,2023,1,26,17,2023-01-26 17:40:00
109,37,Attending a live music concert tonight.,Positive,27/01/2023 20:00,MusicLover,Instagram,Music,18,35,USA,2023,1,27,20,2023-01-27 20:00:00
110,37,Attending a live music concert tonight.,Positive,27/01/2023 20:00,MusicLover,Instagram,ConcertNight,18,35,USA,2023,1,27,20,2023-01-27 20:00:00
112,38,Practicing mindfulness with meditation.,Positive,27/01/2023 12:30,MindfulMoments,Twitter,Mindfulness,15,30,India,2023,1,27,12,2023-01-27 12:30:00
113,38,Practicing mindfulness with meditation.,Positive,27/01/2023 12:30,MindfulMoments,Twitter,Meditation,15,30,India,2023,1,27,12,2023-01-27 12:30:00
115,39,Trying out a new dessert recipe.,Positive,27/01/2023 16:10,DessertExplorer,Facebook,Dessert,12,25,Canada,2023,1,27,16,2023-01-27 16:10:00
116,39,Trying out a new dessert recipe.,Positive,27/01/2023 16:10,DessertExplorer,Facebook,Cooking,12,25,Canada,2023,1,27,16,2023-01-27 16:10:00
118,40,Excited about the upcoming gaming tournament.,Positive,28/01/2023 09:00,GamingEnthusiast,Instagram,Gaming,30,60,USA,2023,1,28,9,2023-01-28 09:00:00
119,40,Excited about the upcoming gaming tournament.,Positive,28/01/2023 09:00,GamingEnthusiast,Instagram,Tournament,30,60,USA,2023,1,28,9,2023-01-28 09:00:00
121,41,Planning a garden makeover for spring.,Positive,28/01/2023 14:45,GardenPlanner,Twitter,Gardening,25,50,USA,2023,1,28,14,2023-01-28 14:45:00
122,41,Planning a garden makeover for spring.,Positive,28/01/2023 14:45,GardenPlanner,Twitter,Spring,25,50,USA,2023,1,28,14,2023-01-28 14:45:00
124,42,Celebrating a friend's birthday tonight! 🎂,Positive,28/01/2023 19:30,BirthdayBash,Facebook,Birthday,15,30,UK,2023,1,28,19,2023-01-28 19:30:00
125,42,Celebrating a friend's birthday tonight! 🎂,Positive,28/01/2023 19:30,BirthdayBash,Facebook,Celebration,15,30,UK,2023,1,28,19,2023-01-28 19:30:00
127,43,Feeling accomplished after a productive day.,Positive,29/01/2023 17:00,ProductivityWin,Instagram,Accomplished,22,45,India,2023,1,29,17,2023-01-29 17:00:00
128,43,Feeling accomplished after a productive day.,Positive,29/01/2023 17:00,ProductivityWin,Instagram,Success,22,45,India,2023,1,29,17,2023-01-29 17:00:00
130,44,A cozy evening with a good movie.,Positive,29/01/2023 20:20,MovieNight,Twitter,CozyNight,18,35,Canada,2023,1,29,20,2023-01-29 20:20:00
131,44,A cozy evening with a good movie.,Positive,29/01/2023 20:20,MovieNight,Twitter,MovieTime,18,35,Canada,2023,1,29,20,2023-01-29 20:20:00
133,45,Exploring local art galleries this weekend.,Positive,30/01/2023 11:30,ArtExplorer,Facebook,Art,15,30,USA,2023,1,30,11,2023-01-30 11:30:00
134,45,Exploring local art galleries this weekend.,Positive,30/01/2023 11:30,ArtExplorer,Facebook,GalleryExplore,15,30,USA,2023,1,30,11,2023-01-30 11:30:00
136,46,New book release from my favorite author!,Positive,30/01/2023 15:45,BookwormX,Instagram,BookRelease,12,25,UK,2023,1,30,15,2023-01-30 15:45:00
137,46,New book release from my favorite author!,Positive,30/01/2023 15:45,BookwormX,Instagram,FavoriteAuthor,12,25,UK,2023,1,30,15,2023-01-30 15:45:00
139,47,Attending a virtual reality meetup.,Positive,30/01/2023 18:30,VRMeetup,Twitter,VRMeetup,28,55,India,2023,1,30,18,2023-01-30 18:30:00
140,47,Attending a virtual reality meetup.,Positive,30/01/2023 18:30,VRMeetup,Twitter,VirtualReality,28,55,India,2023,1,30,18,2023-01-30 18:30:00
142,48,Reflecting on the beauty of nature.,Positive,31/01/2023 10:45,NatureLover,Facebook,Nature,15,30,Australia,2023,1,31,10,2023-01-31 10:45:00
143,48,Reflecting on the beauty of nature.,Positive,31/01/2023 10:45,NatureLover,Facebook,Reflection,15,30,Australia,2023,1,31,10,2023-01-31 10:45:00
145,49,Cooking a special dinner for loved ones.,Positive,31/01/2023 19:00,ChefAtHome,Instagram,Cooking,20,40,USA,2023,1,31,19,2023-01-31 19:00:00
146,49,Cooking a special dinner for loved ones.,Positive,31/01/2023 19:00,ChefAtHome,Instagram,SpecialDinner,20,40,USA,2023,1,31,19,2023-01-31 19:00:00
148,50,Feeling optimistic about the week ahead.,Positive,31/01/2023 16:20,OptimisticMindset,Twitter,Optimism,15,30,Canada,2023,1,31,16,2023-01-31 16:20:00
149,50,Feeling optimistic about the week ahead.,Positive,31/01/2023 16:20,OptimisticMindset,Twitter,NewWeek,15,30,Canada,2023,1,31,16,2023-01-31 16:20:00
151,51,Starting a new fitness challenge tomorrow! 💪,Positive,01/02/2023 08:00,FitnessChallenge,Facebook,FitnessChallenge,22,45,UK,2023,2,1,8,2023-02-01 08:00:00
152,51,Starting a new fitness challenge tomorrow! 💪,Positive,01/02/2023 08:00,FitnessChallenge,Facebook,NewBeginnings,22,45,UK,2023,2,1,8,2023-02-01 08:00:00
154,52,Sunday bike ride through scenic trails.,Positive,01/02/2023 13:30,BikeExplorer,Instagram,BikeRide,18,35,USA,2023,2,1,13,2023-02-01 13:30:00
155,52,Sunday bike ride through scenic trails.,Positive,01/02/2023 13:30,BikeExplorer,Instagram,ScenicTrails,18,35,USA,2023,2,1,13,2023-02-01 13:30:00
157,53,Can't believe the injustice happening in our society.,Anger,11/02/2023 09:30,SocialJustice,Twitter,Injustice,20,40,Canada,2023,2,11,9,2023-02-11 09:30:00
158,53,Can't believe the injustice happening in our society.,Anger,11/02/2023 09:30,SocialJustice,Twitter,Angry,20,40,Canada,2023,2,11,9,2023-02-11 09:30:00
160,54,Feeling a sense of fear after watching a thriller movie.,Fear,11/02/2023 21:15,ThrillerFan,Instagram,Fear,15,30,USA,2023,2,11,21,2023-02-11 21:15:00
161,54,Feeling a sense of fear after watching a thriller movie.,Fear,11/02/2023 21:15,ThrillerFan,Instagram,ThrillerMovie,15,30,USA,2023,2,11,21,2023-02-11 21:15:00
163,55,Heartbroken after hearing the news about a natural disaster.,Sadness,12/02/2023 14:45,EmpathyFirst,Facebook,Sadness,25,50,India,2023,2,12,14,2023-02-12 14:45:00
164,55,Heartbroken after hearing the news about a natural disaster.,Sadness,12/02/2023 14:45,EmpathyFirst,Facebook,NaturalDisaster,25,50,India,2023,2,12,14,2023-02-12 14:45:00
166,56,The state of the world's environment is just disgusting.,Disgust,12/02/2023 18:20,EcoAwareness,Twitter,Disgust,18,35,UK,2023,2,12,18,2023-02-12 18:20:00
167,56,The state of the world's environment is just disgusting.,Disgust,12/02/2023 18:20,EcoAwareness,Twitter,Environment,18,35,UK,2023,2,12,18,2023-02-12 18:20:00
169,57,Pure happiness: celebrating a loved one's achievement!,Happiness,13/02/2023 10:00,ProudFriend,Instagram,Happiness,30,60,USA,2023,2,13,10,2023-02-13 10:00:00
170,57,Pure happiness: celebrating a loved one's achievement!,Happiness,13/02/2023 10:00,ProudFriend,Instagram,Celebration,30,60,USA,2023,2,13,10,2023-02-13 10:00:00
172,58,Laughter is the best medicine—enjoying a comedy show.,Joy,13/02/2023 19:30,ComedyFan,Facebook,Joy,22,45,Canada,2023,2,13,19,2023-02-13 19:30:00
173,58,Laughter is the best medicine—enjoying a comedy show.,Joy,13/02/2023 19:30,ComedyFan,Facebook,ComedyShow,22,45,Canada,2023,2,13,19,2023-02-13 19:30:00
175,59,Sharing love and positive vibes with everyone! ❤️,Love,14/02/2023 08:30,LoveSpreader,Twitter,Love,15,30,Australia,2023,2,14,8,2023-02-14 08:30:00
176,59,Sharing love and positive vibes with everyone! ❤️,Love,14/02/2023 08:30,LoveSpreader,Twitter,SpreadLove,15,30,Australia,2023,2,14,8,2023-02-14 08:30:00
178,60,An amusing incident brightened up my day!,Amusement,14/02/2023 14:20,AmusedSoul,Instagram,Amusement,18,35,UK,2023,2,14,14,2023-02-14 14:20:00
179,60,An amusing incident brightened up my day!,Amusement,14/02/2023 14:20,AmusedSoul,Instagram,FunTimes,18,35,UK,2023,2,14,14,2023-02-14 14:20:00
181,61,Enjoying a quiet evening with a book and some tea.,Enjoyment,14/02/2023 19:45,BookLoverAgain,Facebook,Enjoyment,25,50,Canada,2023,2,14,19,2023-02-14 19:45:00
182,61,Enjoying a quiet evening with a book and some tea.,Enjoyment,14/02/2023 19:45,BookLoverAgain,Facebook,BookTime,25,50,Canada,2023,2,14,19,2023-02-14 19:45:00
184,62,Admiring the beauty of nature during a peaceful hike.,Admiration,15/02/2023 11:30,NatureAdmirer,Twitter,Admiration,20,40,USA,2023,2,15,11,2023-02-15 11:30:00
185,62,Admiring the beauty of nature during a peaceful hike.,Admiration,15/02/2023 11:30,NatureAdmirer,Twitter,Nature,20,40,USA,2023,2,15,11,2023-02-15 11:30:00
187,63,Sending affectionate vibes to all my followers!,Affection,15/02/2023 16:00,AffectionSender,Instagram,Affection,15,30,USA,2023,2,15,16,2023-02-15 16:00:00
188,63,Sending affectionate vibes to all my followers!,Affection,15/02/2023 16:00,AffectionSender,Instagram,PositiveVibes,15,30,USA,2023,2,15,16,2023-02-15 16:00:00
190,64,Experiencing awe at the breathtaking sunset.,Awe,15/02/2023 20:30,AweStruck,Facebook,Awe,22,45,Australia,2023,2,15,20,2023-02-15 20:30:00
191,64,Experiencing awe at the breathtaking sunset.,Awe,15/02/2023 20:30,AweStruck,Facebook,Breathtaking,22,45,Australia,2023,2,15,20,2023-02-15 20:30:00
193,65,Disappointed with the service at a local restaurant.,Disappointed,16/02/2023 09:00,FoodieGoneWrong,Twitter,Disappointed,18,35,India,2023,2,16,9,2023-02-16 09:00:00
194,65,Disappointed with the service at a local restaurant.,Disappointed,16/02/2023 09:00,FoodieGoneWrong,Twitter,BadService,18,35,India,2023,2,16,9,2023-02-16 09:00:00
196,66,A surprise gift from a friend made my day!,Surprise,16/02/2023 14:45,HappySurprise,Instagram,Surprise,25,50,USA,2023,2,16,14,2023-02-16 14:45:00
197,66,A surprise gift from a friend made my day!,Surprise,16/02/2023 14:45,HappySurprise,Instagram,Gift,25,50,USA,2023,2,16,14,2023-02-16 14:45:00
199,67,Finding acceptance in the midst of life's challenges.,Acceptance,16/02/2023 18:20,AcceptanceSeeker,Facebook,Acceptance,15,30,Canada,2023,2,16,18,2023-02-16 18:20:00
200,67,Finding acceptance in the midst of life's challenges.,Acceptance,16/02/2023 18:20,AcceptanceSeeker,Facebook,Challenges,15,30,Canada,2023,2,16,18,2023-02-16 18:20:00
202,68,Overflowing with adoration for my adorable pet! 🐾,Adoration,17/02/2023 10:45,PetAdorer,Twitter,Adoration,22,45,UK,2023,2,17,10,2023-02-17 10:45:00
203,68,Overflowing with adoration for my adorable pet! 🐾,Adoration,17/02/2023 10:45,PetAdorer,Twitter,PetLove,22,45,UK,2023,2,17,10,2023-02-17 10:45:00
205,69,Anticipating a thrilling adventure in the coming weeks.,Anticipation,17/02/2023 07:30,AdventureAwaits,Instagram,Anticipation,20,40,USA,2023,2,17,7,2023-02-17 07:30:00
206,69,Anticipating a thrilling adventure in the coming weeks.,Anticipation,17/02/2023 07:30,AdventureAwaits,Instagram,Adventure,20,40,USA,2023,2,17,7,2023-02-17 07:30:00
208,70,A bitter experience turned into a valuable lesson.,Bitter,17/02/2023 15:00,LearnFromBitter,Facebook,BitterLesson,18,35,USA,2023,2,17,15,2023-02-17 15:00:00
209,70,A bitter experience turned into a valuable lesson.,Bitter,17/02/2023 15:00,LearnFromBitter,Facebook,Growth,18,35,USA,2023,2,17,15,2023-02-17 15:00:00
211,71,Finding calmness in the midst of a busy day.,Calmness,18/02/2023 09:30,ZenMaster,Twitter,Calmness,15,30,India,2023,2,18,9,2023-02-18 09:30:00
212,71,Finding calmness in the midst of a busy day.,Calmness,18/02/2023 09:30,ZenMaster,Twitter,PeacefulMind,15,30,India,2023,2,18,9,2023-02-18 09:30:00
214,72,Confusion clouds my mind as I navigate through decisions.,Confusion,18/02/2023 14:20,ConfusedMind,Instagram,Confusion,25,50,UK,2023,2,18,14,2023-02-18 14:20:00
215,72,Confusion clouds my mind as I navigate through decisions.,Confusion,18/02/2023 14:20,ConfusedMind,Instagram,DecisionMaking,25,50,UK,2023,2,18,14,2023-02-18 14:20:00
217,73,Excitement building up for the upcoming vacation!,Excitement,18/02/2023 18:45,VacationDreamer,Facebook,Excitement,22,45,Canada,2023,2,18,18,2023-02-18 18:45:00
218,73,Excitement building up for the upcoming vacation!,Excitement,18/02/2023 18:45,VacationDreamer,Facebook,TravelPlans,22,45,Canada,2023,2,18,18,2023-02-18 18:45:00
220,74,Kindness witnessed today restored my faith in humanity.,Kind,19/02/2023 11:30,KindnessPrevails,Twitter,Kindness,20,40,USA,2023,2,19,11,2023-02-19 11:30:00
221,74,Kindness witnessed today restored my faith in humanity.,Kind,19/02/2023 11:30,KindnessPrevails,Twitter,Humanity,20,40,USA,2023,2,19,11,2023-02-19 11:30:00
223,75,Pride in achieving a personal milestone.,Pride,19/02/2023 16:00,PersonalAchiever,Instagram,Pride,30,60,Australia,2023,2,19,16,2023-02-19 16:00:00
224,75,Pride in achieving a personal milestone.,Pride,19/02/2023 16:00,PersonalAchiever,Instagram,Milestone,30,60,Australia,2023,2,19,16,2023-02-19 16:00:00
226,76,A moment of shame for not standing up against injustice.,Shame,19/02/2023 19:45,ReflectiveSelf,Facebook,Shame,15,30,India,2023,2,19,19,2023-02-19 19:45:00
227,76,A moment of shame for not standing up against injustice.,Shame,19/02/2023 19:45,ReflectiveSelf,Facebook,Injustice,15,30,India,2023,2,19,19,2023-02-19 19:45:00
229,77,Fuming with anger after a heated argument.,Anger,20/02/2023 09:30,AngryDebater,Twitter,Anger,20,40,Canada,2023,2,20,9,2023-02-20 09:30:00
230,77,Fuming with anger after a heated argument.,Anger,20/02/2023 09:30,AngryDebater,Twitter,Argument,20,40,Canada,2023,2,20,9,2023-02-20 09:30:00
232,78,The fear of the unknown is keeping me up at night.,Fear,20/02/2023 21:15,FearfulDreamer,Instagram,Fear,15,30,USA,2023,2,20,21,2023-02-20 21:15:00
233,78,The fear of the unknown is keeping me up at night.,Fear,20/02/2023 21:15,FearfulDreamer,Instagram,Unknown,15,30,USA,2023,2,20,21,2023-02-20 21:15:00
235,79,Heartfelt sadness after bidding farewell to a dear friend.,Sadness,21/02/2023 14:45,FarewellHeart,Facebook,Sadness,25,50,India,2023,2,21,14,2023-02-21 14:45:00
236,79,Heartfelt sadness after bidding farewell to a dear friend.,Sadness,21/02/2023 14:45,FarewellHeart,Facebook,Farewell,25,50,India,2023,2,21,14,2023-02-21 14:45:00
238,80,The state of corruption in our society is utterly disgusting.,Disgust,21/02/2023 18:20,AntiCorruption,Twitter,Disgust,18,35,UK,2023,2,21,18,2023-02-21 18:20:00
239,80,The state of corruption in our society is utterly disgusting.,Disgust,21/02/2023 18:20,AntiCorruption,Twitter,Corruption,18,35,UK,2023,2,21,18,2023-02-21 18:20:00
241,81,Overflowing happiness: welcoming a new family member!,Happiness,22/02/2023 10:00,NewParentJoy,Instagram,Happiness,30,60,UK,2023,2,22,10,2023-02-22 10:00:00
242,81,Overflowing happiness: welcoming a new family member!,Happiness,22/02/2023 10:00,NewParentJoy,Instagram,NewFamilyMember,30,60,UK,2023,2,22,10,2023-02-22 10:00:00
244,82,Laughter is the key to joy—attending a stand-up comedy show.,Joy,22/02/2023 19:30,StandUpFan,Facebook,Joy,22,45,Canada,2023,2,22,19,2023-02-22 19:30:00
245,82,Laughter is the key to joy—attending a stand-up comedy show.,Joy,22/02/2023 19:30,StandUpFan,Facebook,StandUpComedy,22,45,Canada,2023,2,22,19,2023-02-22 19:30:00
247,83,Sending love to all my followers on this beautiful day! ❤️,Love,23/02/2023 08:30,LoveSender,Twitter,Love,15,30,Australia,2023,2,23,8,2023-02-23 08:30:00
248,83,Sending love to all my followers on this beautiful day! ❤️,Love,23/02/2023 08:30,LoveSender,Twitter,SpreadLove,15,30,Australia,2023,2,23,8,2023-02-23 08:30:00
250,84,Amused by the antics of my pet—it's pure amusement!,Amusement,23/02/2023 14:20,PetAmuser,Instagram,Amusement,18,35,UK,2023,2,23,14,2023-02-23 14:20:00
